transaction_id,sender_account,receiver_account,amount,timestamp,device_id
TXN-00824,ACC-N0033,ACC-N0090,979.75,2026-01-17 08:56:43,DEV-a529e
TXN-00825,ACC-N0049,ACC-N0111,1993.63,2026-01-17 09:50:44,DEV-5352c
TXN-00826,ACC-N0264,ACC-N0156,3190.76,2026-01-17 10:25:32,DEV-1d666
TXN-00827,ACC-N0075,ACC-R0012,4094.57,2026-01-17 10:44:58,DEV-3c28d
TXN-00828,ACC-N0107,ACC-D0014,284.77,2026-01-17 10:49:05,DEV-98906
TXN-00829,ACC-N0032,ACC-N0201,41.5,2026-01-17 11:00:21,DEV-8ec0a
TXN-00830,ACC-N0221,ACC-N0073,2391.3,2026-01-17 11:23:53,DEV-415e9
TXN-00831,ACC-N0153,ACC-N0047,79.8,2026-01-17 12:16:31,DEV-5cf4a
TXN-00832,ACC-N0103,ACC-N0015,3594.09,2026-01-17 12:23:16,DEV-7951a
TXN-00833,ACC-N0094,ACC-N0018,2959.83,2026-01-17 12:34:02,DEV-bec8d
TXN-00834,ACC-N0181,ACC-N0124,1240.66,2026-01-17 12:37:53,DEV-5f934
TXN-00835,ACC-N0250,ACC-N0265,1740.12,2026-01-17 13:09:44,DEV-c1b28
TXN-00836,ACC-N0024,ACC-N0059,397.99,2026-01-17 13:39:38,DEV-3f8a7
TXN-00837,ACC-N0001,ACC-N0149,1250.64,2026-01-17 14:32:08,DEV-ae116
TXN-00838,ACC-D0003,ACC-N0016,32.88,2026-01-17 15:45:17,DEV-3f8a9
TXN-00839,ACC-N0122,ACC-D0007,1505.55,2026-01-17 17:43:31,DEV-295bb
TXN-00840,ACC-N0271,ACC-D0010,455.05,2026-01-17 17:44:11,DEV-916af
TXN-00841,ACC-N0064,ACC-N0012,4244.6,2026-01-17 17:59:31,DEV-c034d
TXN-00842,ACC-N0244,ACC-N0045,1929.13,2026-01-17 18:03:09,DEV-64d0e
TXN-00843,ACC-N0156,ACC-N0172,4821.29,2026-01-17 18:04:42,DEV-5f8c9
TXN-00844,ACC-R0012,ACC-N0267,379.04,2026-01-17 18:19:34,DEV-4439b
TXN-00845,ACC-N0169,ACC-N0132,4769.53,2026-01-17 18:22:16,DEV-87b6c
TXN-00846,ACC-D0010,ACC-N0220,415.55,2026-01-17 18:28:40,DEV-67233
TXN-00847,ACC-N0036,ACC-N0063,3108.15,2026-01-17 18:35:51,DEV-bc410
TXN-00848,ACC-N0215,ACC-N0184,154.91,2026-01-17 19:26:12,DEV-68f8b
TXN-00849,ACC-N0002,ACC-N0009,4671.27,2026-01-17 19:33:01,DEV-5352c
TXN-00850,ACC-N0077,ACC-R0010,1306.27,2026-01-17 19:56:40,DEV-1f350
TXN-00851,ACC-N0209,ACC-N0064,1730.32,2026-01-17 20:00:40,DEV-cc147
TXN-00852,ACC-N0036,ACC-N0149,2383.87,2026-01-17 20:27:48,DEV-c45da
TXN-00853,ACC-N0102,ACC-N0030,210.88,2026-01-17 20:54:54,DEV-350d5
TXN-00854,ACC-N0086,ACC-N0207,4234.08,2026-01-17 21:21:16,DEV-188f7
TXN-00855,ACC-N0271,ACC-N0228,1045.3,2026-01-17 22:07:56,DEV-88915
TXN-00856,ACC-N0257,ACC-N0052,4618.95,2026-01-17 22:17:31,DEV-5fb44
TXN-00857,ACC-N0193,ACC-N0036,2242.97,2026-01-17 22:40:01,DEV-e146d
TXN-00858,ACC-N0055,ACC-N0042,323.95,2026-01-17 22:44:42,DEV-26bbf
TXN-00859,ACC-N0188,ACC-N0152,1729.18,2026-01-17 22:53:09,DEV-a3eb4
TXN-00860,ACC-N0123,ACC-N0264,4861.98,2026-01-18 00:32:43,DEV-6b6e3
TXN-00861,ACC-N0241,ACC-N0066,4209.28,2026-01-18 02:31:21,DEV-dfbe1
TXN-00862,ACC-N0164,ACC-N0087,2537.05,2026-01-18 02:43:34,DEV-50d8c
TXN-00863,ACC-N0165,ACC-N0076,1390.48,2026-01-18 03:16:38,DEV-a1e0e
TXN-00864,ACC-N0203,ACC-D0003,3635.21,2026-01-18 03:24:20,DEV-7822d
TXN-00865,ACC-N0022,ACC-N0072,2234.39,2026-01-18 04:05:35,DEV-ecbdd
TXN-00866,ACC-N0072,ACC-D0007,3601.5,2026-01-18 04:26:45,DEV-5c392
TXN-00867,ACC-N0221,ACC-N0193,877.6,2026-01-18 04:56:44,DEV-40378
TXN-00868,ACC-N0142,ACC-N0001,3985.1,2026-01-18 05:47:01,DEV-88915
TXN-00869,ACC-N0049,ACC-N0175,3032.4,2026-01-18 06:59:26,DEV-c6910
TXN-00870,ACC-N0263,ACC-N0175,1595.61,2026-01-18 07:20:43,DEV-5305e
TXN-00871,ACC-N0263,ACC-N0117,3617.2,2026-01-18 07:20:52,DEV-2ab16
TXN-00872,ACC-N0018,ACC-N0015,1165.8,2026-01-18 07:51:08,DEV-2fafd
TXN-00873,ACC-N0217,ACC-N0150,1009.86,2026-01-18 09:23:22,DEV-530ce
TXN-00874,ACC-D0013,ACC-N0261,35.26,2026-01-18 10:29:17,DEV-de51c
TXN-00875,ACC-N0108,ACC-R0004,4107.41,2026-01-18 10:50:29,DEV-350d5
TXN-00876,ACC-N0164,ACC-N0011,590.87,2026-01-18 11:33:56,DEV-d339b
TXN-00877,ACC-N0046,ACC-N0211,3509.29,2026-01-18 15:29:47,DEV-a1276
TXN-00878,ACC-N0204,ACC-N0012,461.81,2026-01-18 16:15:05,DEV-55b6b
TXN-00879,ACC-N0023,ACC-D0004,1427.66,2026-01-18 17:19:35,DEV-a99cb
TXN-00880,ACC-N0160,ACC-N0070,478.3,2026-01-18 17:38:08,DEV-c9052
TXN-00881,ACC-N0067,ACC-N0062,3032.69,2026-01-18 18:05:53,DEV-b9588
TXN-00882,ACC-N0075,ACC-N0217,2096.42,2026-01-18 19:13:53,DEV-d339b
TXN-00883,ACC-N0002,ACC-N0180,1534.68,2026-01-18 19:21:39,DEV-d339b
TXN-00884,ACC-N0214,ACC-N0041,4663.38,2026-01-18 19:23:13,DEV-c45da
TXN-00885,ACC-N0035,ACC-D0009,189.67,2026-01-18 19:27:56,DEV-98379
TXN-00886,ACC-N0055,ACC-N0080,2855.33,2026-01-18 19:30:16,DEV-7a1bc
TXN-00887,ACC-N0031,ACC-N0242,2317.81,2026-01-18 20:35:03,DEV-3c28d
TXN-00888,ACC-N0115,ACC-N0205,4320.6,2026-01-18 21:10:25,DEV-8bfe9
TXN-00889,ACC-N0135,ACC-N0086,1700.79,2026-01-18 21:21:51,DEV-5c392
TXN-00890,ACC-N0082,ACC-N0075,2606.37,2026-01-18 21:25:31,DEV-5cc2a
TXN-00891,ACC-N0259,ACC-N0054,1135.79,2026-01-18 21:36:11,DEV-5cc2a
TXN-00892,ACC-N0268,ACC-N0055,2509.29,2026-01-18 22:19:57,DEV-32453
TXN-00893,ACC-N0118,ACC-N0080,824.81,2026-01-18 22:50:03,DEV-96c10
TXN-00894,ACC-N0235,ACC-N0115,4955.51,2026-01-18 22:50:13,DEV-b3b3b
TXN-00895,ACC-N0253,ACC-N0212,3313.85,2026-01-18 23:19:34,DEV-af056
TXN-00896,ACC-N0032,ACC-D0009,1397.87,2026-01-18 23:27:42,DEV-903c1
TXN-00897,ACC-N0073,ACC-N0217,1561.16,2026-01-18 23:51:58,DEV-aa99e
TXN-00898,ACC-N0184,ACC-N0112,644.79,2026-01-18 23:55:20,DEV-6e950
TXN-00899,ACC-N0215,ACC-N0255,2774.27,2026-01-19 00:07:02,DEV-41c54
TXN-00900,ACC-N0079,ACC-N0123,4554.81,2026-01-19 00:38:32,DEV-b1be6
TXN-00901,ACC-N0184,ACC-N0061,4579.94,2026-01-19 00:47:35,DEV-e6f2c
TXN-00902,ACC-N0106,ACC-N0091,1255.98,2026-01-19 01:06:33,DEV-33a7b
TXN-00903,ACC-N0156,ACC-R0007,4487.34,2026-01-19 02:10:14,DEV-52c18
TXN-00904,ACC-N0254,ACC-N0033,684.81,2026-01-19 02:12:07,DEV-ecbdd
TXN-00905,ACC-N0036,ACC-N0160,3815.57,2026-01-19 02:34:34,DEV-347bf
TXN-00906,ACC-N0144,ACC-N0014,694.29,2026-01-19 02:47:36,DEV-9c09b
TXN-00907,ACC-N0074,ACC-N0249,3151.55,2026-01-19 03:14:15,DEV-9ada5
TXN-00908,ACC-D0002,ACC-N0158,194.7,2026-01-19 03:29:16,DEV-de51c
TXN-00909,ACC-N0016,ACC-N0229,2024.23,2026-01-19 03:54:29,DEV-7822d
TXN-00910,ACC-N0031,ACC-N0046,4085.64,2026-01-19 04:14:32,DEV-6f7fb
TXN-00911,ACC-N0153,ACC-N0107,1487.56,2026-01-19 04:15:24,DEV-50d8c
TXN-00912,ACC-N0056,ACC-N0085,59.7,2026-01-19 04:37:20,DEV-cbf40
TXN-00913,ACC-N0263,ACC-N0181,572.34,2026-01-19 05:00:15,DEV-b1be6
TXN-00914,ACC-N0122,ACC-N0206,1258.13,2026-01-19 05:38:44,DEV-b6c14
TXN-00915,ACC-N0249,ACC-N0025,2722.29,2026-01-19 06:45:12,DEV-6e950
TXN-00916,ACC-D0015,ACC-N0189,701.4,2026-01-19 07:07:04,DEV-c14f6
TXN-00917,ACC-N0023,ACC-N0089,930.29,2026-01-19 07:26:22,DEV-389bd
TXN-00918,ACC-N0218,ACC-N0101,3703.54,2026-01-19 07:36:10,DEV-75cfa
TXN-00919,ACC-N0069,ACC-N0246,1092.63,2026-01-19 07:50:04,DEV-c7ace
TXN-00920,ACC-N0204,ACC-N0055,922.03,2026-01-19 07:59:40,DEV-99c8f
TXN-00921,ACC-N0024,ACC-N0170,3450.05,2026-01-19 08:04:47,DEV-847ca
TXN-00922,ACC-N0081,ACC-D0004,3480.33,2026-01-19 08:32:35,DEV-d197a
TXN-00923,ACC-N0266,ACC-N0149,3668.05,2026-01-19 08:34:00,DEV-d197a
TXN-00924,ACC-N0093,ACC-N0145,4734.51,2026-01-19 08:46:09,DEV-b1be6
TXN-00925,ACC-N0065,ACC-D0007,3002.99,2026-01-19 09:55:24,DEV-b44f7
TXN-00926,ACC-N0206,ACC-N0113,27.97,2026-01-19 09:59:27,DEV-4e6cf
TXN-00927,ACC-N0078,ACC-N0033,599.22,2026-01-19 10:40:35,DEV-4be8a
TXN-00928,ACC-N0227,ACC-R0002,1813.92,2026-01-19 10:52:06,DEV-3cfd3
TXN-00929,ACC-N0178,ACC-N0121,3501.27,2026-01-19 11:06:24,DEV-2a969
TXN-00930,ACC-R0012,ACC-N0166,501.88,2026-01-19 11:15:19,DEV-a6fe4
TXN-00931,ACC-N0028,ACC-N0183,2056.82,2026-01-19 12:06:34,DEV-4be8a
TXN-00932,ACC-N0163,ACC-N0054,4080.07,2026-01-19 14:40:12,DEV-3f8a9
TXN-00933,ACC-N0187,ACC-N0119,1264.4,2026-01-19 15:41:01,DEV-d9c30
TXN-00934,ACC-N0158,ACC-N0038,4905.74,2026-01-19 16:13:13,DEV-db20d
TXN-00935,ACC-N0093,ACC-N0219,2018.18,2026-01-19 16:41:01,DEV-32453
TXN-00936,ACC-N0109,ACC-N0042,4991.47,2026-01-19 17:16:18,DEV-55b6b
TXN-00937,ACC-N0237,ACC-N0229,3491.65,2026-01-19 17:55:17,DEV-6b65e
TXN-00938,ACC-N0257,ACC-N0231,4513.73,2026-01-19 18:13:34,DEV-5fb44
TXN-00939,ACC-D0015,ACC-N0028,576.16,2026-01-19 18:13:45,DEV-5cf4a
TXN-00940,ACC-N0144,ACC-N0196,2529.05,2026-01-19 18:22:33,DEV-c6ee9
TXN-00941,ACC-N0022,ACC-N0024,3961.01,2026-01-19 18:50:31,DEV-db9de
TXN-00942,ACC-N0175,ACC-N0069,400.32,2026-01-19 18:50:31,DEV-adcc6
TXN-00943,ACC-N0258,ACC-N0197,1863.43,2026-01-19 19:37:38,DEV-23899
TXN-00944,ACC-N0124,ACC-N0098,3768.73,2026-01-19 20:03:53,DEV-385e9
TXN-00945,ACC-N0208,ACC-N0034,3272.71,2026-01-19 20:08:40,DEV-5557d
TXN-00946,ACC-N0182,ACC-N0195,1990.67,2026-01-19 20:58:22,DEV-389bd
TXN-00947,ACC-N0135,ACC-N0115,265.63,2026-01-19 21:25:38,DEV-db9de
TXN-00948,ACC-N0100,ACC-N0043,1982.35,2026-01-19 23:34:53,DEV-a6fe4
TXN-00949,ACC-N0198,ACC-N0203,510.83,2026-01-19 23:47:46,DEV-23899
TXN-00950,ACC-N0192,ACC-N0131,715.24,2026-01-20 00:03:54,DEV-49a3d
TXN-00951,ACC-N0006,ACC-N0143,2841.67,2026-01-20 00:37:04,DEV-d8a38
TXN-00952,ACC-N0136,ACC-N0162,3403.25,2026-01-20 00:39:51,DEV-a1e0e
TXN-00953,ACC-N0216,ACC-N0038,1903.05,2026-01-20 00:52:38,DEV-6e950
TXN-00954,ACC-N0215,ACC-N0243,4466.44,2026-01-20 01:19:41,DEV-c8956
TXN-00955,ACC-N0198,ACC-N0078,2423.42,2026-01-20 02:09:03,DEV-d339b
TXN-00956,ACC-N0052,ACC-N0264,1360.91,2026-01-20 03:26:07,DEV-5c392
TXN-00957,ACC-R0012,ACC-N0021,1813.77,2026-01-20 04:38:42,DEV-abec9
TXN-00958,ACC-N0069,ACC-N0257,1801.74,2026-01-20 05:27:40,DEV-54022
TXN-00959,ACC-N0014,ACC-N0211,2312.78,2026-01-20 05:46:38,DEV-c7ace
TXN-00960,ACC-N0051,ACC-N0050,1440.41,2026-01-20 05:58:54,DEV-6f84a
TXN-00961,ACC-N0076,ACC-N0105,2060.57,2026-01-20 06:19:13,DEV-bb263
TXN-00962,ACC-N0078,ACC-N0068,91.78,2026-01-20 07:29:55,DEV-78027
TXN-00963,ACC-N0027,ACC-N0077,2762.95,2026-01-20 07:53:33,DEV-c766f
TXN-00964,ACC-N0233,ACC-D0009,4129.1,2026-01-20 08:12:24,DEV-2cd73
TXN-00965,ACC-N0087,ACC-R0006,1878.9,2026-01-20 08:38:06,DEV-23899
TXN-00966,ACC-N0223,ACC-N0040,3295.93,2026-01-20 09:01:54,DEV-2a385
TXN-00967,ACC-N0260,ACC-N0120,1262.24,2026-01-20 10:11:58,DEV-d0a6f
TXN-00968,ACC-N0009,ACC-N0215,3543.73,2026-01-20 10:32:26,DEV-a1276
TXN-00969,ACC-N0206,ACC-N0002,926.63,2026-01-20 11:35:02,DEV-5c21a
TXN-00970,ACC-N0006,ACC-N0157,4826.49,2026-01-20 12:22:52,DEV-8ec0a
TXN-00971,ACC-N0044,ACC-N0269,1859.97,2026-01-20 13:04:42,DEV-26bbf
TXN-00972,ACC-N0088,ACC-N0150,1482.86,2026-01-20 13:36:25,DEV-c766f
TXN-00973,ACC-N0142,ACC-N0176,229.63,2026-01-20 14:25:38,DEV-1f350
TXN-00974,ACC-N0197,ACC-N0117,1295.57,2026-01-20 14:43:23,DEV-9ce9d
TXN-00975,ACC-N0258,ACC-N0007,60.99,2026-01-20 14:45:15,DEV-ac375
TXN-00976,ACC-N0026,ACC-N0163,1406.2,2026-01-20 15:00:39,DEV-4b510
TXN-00977,ACC-N0026,ACC-N0162,3592.05,2026-01-20 15:27:49,DEV-1f350
TXN-00978,ACC-N0080,ACC-N0232,950.2,2026-01-20 16:17:54,DEV-c3ac2
TXN-00979,ACC-D0015,ACC-N0189,255.17,2026-01-20 16:28:44,DEV-5cf4a
TXN-00980,ACC-N0125,ACC-N0228,2174.5,2026-01-20 16:53:06,DEV-3bd3b
TXN-00981,ACC-N0123,ACC-N0083,730.55,2026-01-20 17:23:14,DEV-8c913
TXN-00982,ACC-N0118,ACC-D0009,4109.32,2026-01-20 17:46:00,DEV-5c392
TXN-00983,ACC-N0012,ACC-N0172,1728.32,2026-01-20 18:13:11,DEV-a3eb4
TXN-00984,ACC-N0049,ACC-N0125,2530.89,2026-01-20 18:28:03,DEV-5557d
TXN-00985,ACC-N0061,ACC-N0173,3264.56,2026-01-20 18:38:15,DEV-7a1bc
TXN-00986,ACC-N0003,ACC-N0251,2818.48,2026-01-20 18:48:59,DEV-75564
TXN-00987,ACC-N0184,ACC-N0237,1177.84,2026-01-20 19:08:30,DEV-55b6b
TXN-00988,ACC-N0044,ACC-N0011,2714.78,2026-01-20 19:56:54,DEV-4b55d
TXN-00989,ACC-N0216,ACC-N0082,2278.6,2026-01-20 20:04:13,DEV-dfbe1
TXN-00990,ACC-N0224,ACC-N0093,587.29,2026-01-20 21:30:16,DEV-a1b03
TXN-00991,ACC-N0190,ACC-N0026,4957.23,2026-01-20 21:30:38,DEV-cd9f1
TXN-00992,ACC-N0250,ACC-N0198,854.91,2026-01-20 21:40:51,DEV-adcc6
TXN-00993,ACC-N0061,ACC-N0062,2672.49,2026-01-20 22:18:47,DEV-b1184
TXN-00994,ACC-N0050,ACC-N0088,3547.95,2026-01-21 00:13:32,DEV-d0333
TXN-00995,ACC-N0147,ACC-N0142,461.91,2026-01-21 00:52:32,DEV-4b510
TXN-00996,ACC-N0255,ACC-N0233,1757.79,2026-01-21 01:07:24,DEV-8bfe9
TXN-00997,ACC-D0002,ACC-N0158,117.91,2026-01-21 02:08:49,DEV-49a3d
TXN-00998,ACC-N0209,ACC-N0028,3223.07,2026-01-21 02:20:25,DEV-cc147
TXN-00999,ACC-N0160,ACC-N0202,2042.34,2026-01-21 02:27:56,DEV-dc77b
TXN-01000,ACC-N0181,ACC-N0120,4396.16,2026-01-21 02:29:20,DEV-a02f4
TXN-01001,ACC-N0113,ACC-N0209,4805.64,2026-01-21 02:44:51,DEV-cfb70
TXN-01002,ACC-N0143,ACC-N0099,120.9,2026-01-21 03:09:39,DEV-51efc
TXN-01003,ACC-N0054,ACC-N0102,931.29,2026-01-21 03:12:47,DEV-903c1
TXN-01004,ACC-D0006,ACC-N0252,9650.58,2026-01-21 03:15:12,DEV-9ada5
TXN-01005,ACC-N0178,ACC-N0115,4815.66,2026-01-21 03:22:01,DEV-d9c30
TXN-01006,ACC-D0007,ACC-N0244,195.87,2026-01-21 03:47:28,DEV-d8a38
TXN-01007,ACC-N0065,ACC-N0022,2292.59,2026-01-21 05:08:20,DEV-ccc8d
TXN-01008,ACC-N0147,ACC-N0024,3818.41,2026-01-21 06:51:04,DEV-d9e4f
TXN-01009,ACC-N0246,ACC-N0149,1735.14,2026-01-21 06:57:23,DEV-188f7
TXN-01010,ACC-N0232,ACC-N0033,4450.64,2026-01-21 07:22:39,DEV-b6c14
TXN-01011,ACC-N0172,ACC-N0151,277.96,2026-01-21 08:56:05,DEV-db20d
TXN-01012,ACC-N0083,ACC-N0045,2765.55,2026-01-21 09:55:51,DEV-5d854
TXN-01013,ACC-N0272,ACC-N0193,4013.48,2026-01-21 10:10:57,DEV-dfbe1
TXN-01014,ACC-N0119,ACC-N0092,140.16,2026-01-21 13:13:43,DEV-e709f
TXN-01015,ACC-N0063,ACC-D0013,4595.48,2026-01-21 13:15:30,DEV-9fde0
TXN-01016,ACC-N0240,ACC-N0161,569.45,2026-01-21 13:58:57,DEV-a6fe4
TXN-01017,ACC-N0019,ACC-N0145,2557.62,2026-01-21 14:12:07,DEV-8b695
TXN-01018,ACC-N0080,ACC-N0203,3634.17,2026-01-21 14:57:38,DEV-b44f7
TXN-01019,ACC-N0010,ACC-N0129,2259.3,2026-01-21 15:31:55,DEV-2e576
TXN-01020,ACC-N0177,ACC-N0199,1106.31,2026-01-21 15:46:20,DEV-8c913
TXN-01021,ACC-N0065,ACC-N0224,4908.56,2026-01-21 16:59:34,DEV-5bd77
TXN-01022,ACC-N0225,ACC-R0005,761.91,2026-01-21 17:16:59,DEV-a637c
TXN-01023,ACC-N0207,ACC-N0036,2129.27,2026-01-21 17:24:34,DEV-50ca2
TXN-01024,ACC-N0146,ACC-N0079,3301.25,2026-01-21 17:46:19,DEV-74501
TXN-01025,ACC-R0012,ACC-N0267,406.15,2026-01-21 18:06:57,DEV-29ab2
TXN-01026,ACC-N0076,ACC-N0199,2550.13,2026-01-21 18:48:06,DEV-e6817
TXN-01027,ACC-N0236,ACC-N0097,3783.17,2026-01-21 18:48:58,DEV-3f8a7
TXN-01028,ACC-N0244,ACC-N0247,3420.71,2026-01-21 19:06:02,DEV-6b65e
TXN-01029,ACC-N0256,ACC-N0076,1217.86,2026-01-21 21:39:50,DEV-508f6
TXN-01030,ACC-N0064,ACC-N0258,4406.72,2026-01-21 22:04:11,DEV-5352c
TXN-01031,ACC-N0075,ACC-N0038,4321.83,2026-01-21 22:35:12,DEV-692b8
TXN-01032,ACC-N0182,ACC-N0128,4891.44,2026-01-22 00:32:00,DEV-1a414
TXN-01033,ACC-N0039,ACC-N0130,2757.79,2026-01-22 00:40:37,DEV-3cfd3
TXN-01034,ACC-N0253,ACC-N0255,2154.32,2026-01-22 04:10:45,DEV-b1be6
TXN-01035,ACC-N0212,ACC-N0170,2206.52,2026-01-22 04:15:20,DEV-4439b
TXN-01036,ACC-N0105,ACC-D0008,3629.29,2026-01-22 04:30:16,DEV-9f7fa
TXN-01037,ACC-N0255,ACC-N0020,620.16,2026-01-22 04:31:55,DEV-d0eb3
TXN-01038,ACC-N0024,ACC-N0044,919.98,2026-01-22 05:00:19,DEV-a5bc8
TXN-01039,ACC-N0030,ACC-N0124,4583.26,2026-01-22 06:06:48,DEV-e6817
TXN-01040,ACC-N0239,ACC-N0083,3675.59,2026-01-22 06:32:40,DEV-34f8a
TXN-01041,ACC-N0164,ACC-N0271,2413.17,2026-01-22 07:02:47,DEV-5613c
TXN-01042,ACC-N0055,ACC-N0270,1225.16,2026-01-22 07:16:19,DEV-7822d
TXN-01043,ACC-N0188,ACC-N0046,4089.75,2026-01-22 07:28:05,DEV-50a2b
TXN-01044,ACC-N0036,ACC-N0077,3225.11,2026-01-22 07:53:01,DEV-bc410
TXN-01045,ACC-N0202,ACC-D0011,4353.99,2026-01-22 07:59:20,DEV-d9e4f
TXN-01046,ACC-N0131,ACC-N0065,3856.68,2026-01-22 08:48:40,DEV-ed520
TXN-01047,ACC-N0145,ACC-N0068,712.78,2026-01-22 09:28:09,DEV-5bad0
TXN-01048,ACC-N0232,ACC-N0227,2796.85,2026-01-22 09:43:57,DEV-1f350
TXN-01049,ACC-N0146,ACC-N0195,1109.98,2026-01-22 10:05:35,DEV-3bd3b
TXN-01050,ACC-N0196,ACC-N0258,520.23,2026-01-22 10:57:57,DEV-40378
TXN-01051,ACC-N0066,ACC-N0262,725.19,2026-01-22 13:33:32,DEV-a1b03
TXN-01052,ACC-N0269,ACC-N0100,1338.62,2026-01-22 13:35:06,DEV-389bd
TXN-01053,ACC-N0218,ACC-N0040,3913.33,2026-01-22 14:00:55,DEV-adcc6
TXN-01054,ACC-N0066,ACC-N0028,893.77,2026-01-22 14:57:53,DEV-79ace
TXN-01055,ACC-N0125,ACC-N0143,3840.54,2026-01-22 15:12:16,DEV-efe1a
TXN-01056,ACC-N0179,ACC-N0036,2138.69,2026-01-22 15:47:38,DEV-6e950
TXN-01057,ACC-N0050,ACC-N0228,1674.36,2026-01-22 15:53:30,DEV-1f350
TXN-01058,ACC-N0066,ACC-N0026,3592.08,2026-01-22 16:32:29,DEV-e6b42
TXN-01059,ACC-N0165,ACC-N0120,2482.78,2026-01-22 16:53:07,DEV-c14f6
TXN-01060,ACC-N0269,ACC-R0007,1892.68,2026-01-22 18:00:29,DEV-78027
TXN-01061,ACC-N0085,ACC-N0075,890.41,2026-01-22 19:09:34,DEV-a2646
TXN-01062,ACC-N0237,ACC-N0209,3020.21,2026-01-22 19:25:13,DEV-3c28d
TXN-01063,ACC-N0206,ACC-N0265,1772.62,2026-01-22 20:03:32,DEV-6e950
TXN-01064,ACC-N0163,ACC-N0214,3694.94,2026-01-22 20:48:43,DEV-6ef6c
TXN-01065,ACC-N0143,ACC-N0211,883.97,2026-01-22 21:00:18,DEV-ccc8d
TXN-01066,ACC-N0105,ACC-N0146,764.33,2026-01-22 21:36:54,DEV-28ce0
TXN-01067,ACC-N0190,ACC-N0187,4723.44,2026-01-22 21:41:26,DEV-bcfbf
TXN-01068,ACC-N0038,ACC-D0009,730.45,2026-01-22 22:24:45,DEV-26bbf
TXN-01069,ACC-N0029,ACC-N0144,4506.35,2026-01-22 22:30:04,DEV-c45da
TXN-01070,ACC-N0170,ACC-N0149,4366.8,2026-01-22 22:44:19,DEV-49a3d
TXN-01071,ACC-N0267,ACC-N0023,527.0,2026-01-23 00:01:55,DEV-a3eb4
TXN-01072,ACC-N0012,ACC-D0009,2651.78,2026-01-23 00:25:46,DEV-638cd
TXN-01073,ACC-N0159,ACC-N0091,1428.03,2026-01-23 00:26:20,DEV-f3601
TXN-01074,ACC-N0004,ACC-N0133,4697.49,2026-01-23 01:31:59,DEV-af056
TXN-01075,ACC-R0012,ACC-N0267,1462.88,2026-01-23 01:56:45,DEV-52c18
TXN-01076,ACC-N0197,ACC-N0266,1658.47,2026-01-23 02:09:24,DEV-b6c14
TXN-01077,ACC-N0005,ACC-N0109,474.12,2026-01-23 02:16:41,DEV-d1450
TXN-01078,ACC-N0023,ACC-N0042,427.14,2026-01-23 02:27:37,DEV-420db
TXN-01079,ACC-N0201,ACC-N0073,1758.53,2026-01-23 02:57:09,DEV-4ed8b
TXN-01080,ACC-N0136,ACC-N0247,1383.69,2026-01-23 03:54:39,DEV-2a969
TXN-01081,ACC-N0148,ACC-N0111,4282.14,2026-01-23 03:55:46,DEV-2cd73
TXN-01082,ACC-N0142,ACC-N0086,602.52,2026-01-23 03:57:07,DEV-6377b
TXN-01083,ACC-N0190,ACC-N0086,4246.49,2026-01-23 04:19:12,DEV-4b55d
TXN-01084,ACC-N0002,ACC-N0136,4987.45,2026-01-23 04:29:04,DEV-79ace
TXN-01085,ACC-N0057,ACC-N0054,3570.68,2026-01-23 05:09:11,DEV-32453
TXN-01086,ACC-N0199,ACC-N0104,2792.21,2026-01-23 05:30:57,DEV-bc410
TXN-01087,ACC-N0188,ACC-N0273,1288.66,2026-01-23 05:41:39,DEV-b0f62
TXN-01088,ACC-N0205,ACC-N0072,997.4,2026-01-23 06:11:56,DEV-3f8a9
TXN-01089,ACC-N0020,ACC-R0006,3548.41,2026-01-23 07:17:37,DEV-8c7cb
TXN-01090,ACC-N0213,ACC-N0179,2581.69,2026-01-23 08:42:05,DEV-5d854
TXN-01091,ACC-N0173,ACC-N0035,968.28,2026-01-23 10:07:25,DEV-3bd3b
TXN-01092,ACC-N0040,ACC-N0117,3082.83,2026-01-23 10:22:51,DEV-d9e4f
TXN-01093,ACC-N0124,ACC-N0118,1229.03,2026-01-23 10:28:58,DEV-4f423
TXN-01094,ACC-N0120,ACC-N0007,1812.37,2026-01-23 11:44:52,DEV-41c54
TXN-01095,ACC-N0231,ACC-N0058,2535.26,2026-01-23 11:54:34,DEV-ceedd
TXN-01096,ACC-N0063,ACC-N0175,2647.59,2026-01-23 12:00:47,DEV-94ae1
TXN-01097,ACC-N0085,ACC-N0193,1518.08,2026-01-23 12:07:58,DEV-a2753
TXN-01098,ACC-N0212,ACC-N0236,79.58,2026-01-23 12:59:57,DEV-c1b28
TXN-01099,ACC-N0113,ACC-N0075,2347.55,2026-01-23 13:46:21,DEV-312c6
TXN-01100,ACC-N0118,ACC-N0271,1334.18,2026-01-23 14:50:49,DEV-4f423
TXN-01101,ACC-N0234,ACC-N0049,3014.73,2026-01-23 15:09:33,DEV-2ab16
TXN-01102,ACC-N0226,ACC-N0183,2951.51,2026-01-23 15:11:50,DEV-af056
TXN-01103,ACC-N0081,ACC-N0166,432.95,2026-01-23 15:40:28,DEV-8e06d
TXN-01104,ACC-N0236,ACC-N0250,2914.74,2026-01-23 16:11:28,DEV-a6fe4
TXN-01105,ACC-N0063,ACC-N0101,871.61,2026-01-23 16:16:03,DEV-5557d
TXN-01106,ACC-N0158,ACC-N0229,1766.2,2026-01-23 16:29:16,DEV-415e9
